example_id,batch,split,text,annotator1_t1_label,annotator2_t1_label,annotator3_t1_label,annotator1_t2_label,annotator2_t2_label,annotator3_t2_label,label
149,part3,train,"It's infuriating that they launch their attacks behind civilians and use them as a shield.
1 full on can't get why people support this group.
It's such a cowardly move.
Let's launch rockets from a school or hospital!!
Aren't they supposed to believe in a God? If they do what do they think is going to happen to them?
I mean come on, read most religious texts - it's about LOVE. If some prophet is saying ""those that don't believe our ways should die by the sword."" that should be a huge red flag.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",4,5,4,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
150,part3,train,"If Israelis are destined to have the land because they had a portion of it 2000 years ago, native americans should be given their land back
Also, what about these atrocities?
https://m.youtube.com/watch?v=HnZSaKYmP2s","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,4,2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
151,part3,train,"My stance is Pro Palestine, and I would argue Israel has committed many war crimes. Like with the story of Hind Rajab, a 6 year old girl who was fleeing northern Gaza with her family (as Israel instructed people to), when her family's car was ambushed and her family killed. She was the only survivor and you can hear her calling the Red Crescent for help. The IDF blocked any help from reaching her, and when they did allow 2 Red Crescent (a humanitarian organisation) to rescue her, they bombed their ambulance. Hind died in the car, murdered by IDF soldiers. A 6 year old. This story stuck with me because I am in the Red Cross (same organisation as the Red Crescent) and killing humanitarian workers (which we are, and we are all trained medics) is in violation of the Geneva convention. Not to mention Israels actions and threats to Rafah. You don't get to create a huge refugee camp, claim citizens will be safe and then bomb them. 

The Flour Massacre also comes to mind. It is suspicious that Israel pushes the 'IDF felt threatened by advancing civillians so fired warning shots causing a stampede' story, then refuses to allow any external investigation. There is too much that doesn't add up to convince me that there was no use of cruel and disproportionate force. 

IDF and their sympathisers mocking Palestinians who are suffering on social media also paints the IDF in a bad light. Raiding Palestinians homes and rifling through their underwear does not paint the IDF in a good light. I have sympathy for the victims of Oct 7 but that is as far as my sympathy extends given what I have seen in Oct 7s wake. 

I have been Pro Palestine for years, and ultimately believe Israel created the perfect breeding group for Hamas through apartheid. It's hard to suggest any sort of unfallable solution because the root issue is too complex and there needs to be decades of work put into a peace process, like up North in Ireland.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",4,4,2,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
152,part3,train,"Hamas apologists yesterday. ""I cant believe Israel would bomb a hospital and murder poor Palestinian civilians . Free Palestine!""
Hamas apologists today. ""That hospital was full of zionists and they had it coming to them. Free Palestine!""","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,4,5,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
153,part3,train,"I mean, what did you expect? Decades of oppression, rape, random killings, and what�s basically genocide committed by the Israeli�s on colonized land and you just expect them to take that this entire time??? I hope Palestine wins.","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",3,3,3,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
154,part3,train,"israel puts Gaza under a suffocating blockade, and unemployment rises to 40%","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",2,3,2,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
155,part3,train,"i've been skeptical of both sides. but was leaning more towards the palestinian side as i recall hearing about several young people on the birthright israel state funded trip chose to leave it in favor of supporting local palestinians and seeking the truth of occupied palestine, not israeli propaganda. and definitely not extremist propaganda","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1,1,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
156,part3,train,"They were really happy when the Israeli people were killed and kidnapped. They were celebrating. This is now a war. Hamas will simply not surrender peacefully, shy would they. They also want this.","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",2,2,5,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
157,part3,train,They will never forgive israel for not blowing up that hospital,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,2,3,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
158,part3,train,"I have supported Israel ever since 9-11 when there were videos of the Palestinians celebrating the attacks. The Palestinians have committed countless terrorist acts in Israel over the years.
They lob rockets into israel every day and cry when israel responds. They have bombed busses, pizza parlors, and schools. They murdered Robert F Kennedy, they murdered an entire Israeli Olympic team. They have been offered a peaceful two state solution multiple times and they have refused because their goal is to kill all the Jews and destroy Israel.
How anyone in the west has convinced themselves that the Palestinians are the good guys in this conflict is beyond me.","[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",5,1,3,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
159,part3,train,"The dead, the grieving and the destruction of homes and cities is so sad. Loss of loved ones on both sides and instead of understanding that loss, that incredible sadness people blame, excuse, play politics, while the tears fall. Stop this war, stop the destruction, stop the killings especially the killings of woman, children and the innocent or injured. Feel the tears, the pain and share them together.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,3,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
160,part3,train,"My shift from Pro-Palestine to Pro-Israel is not about dismissing the struggles of Palestinians either, but about recognizing the critical importance of a Jewish state in a world where antisemitism is becoming increasingly normalized. 
There are already 22 Arab countries in the world, people shouldn't have a problem with allowing one tiny Jewish country to carry on existing. It's a very small ask.","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,4,3,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
161,part3,train,"Why is Isreal in the wrong because hamas is inept? This isn't a video game, Isreal is under no obligation to ensure an even fight. The Arabs certainly didn't do that when they all ganged up on them in 1948.
Germany lost ww2, East Prussia doesn't exist anymore. It's Kaliningrad now. When you lose wars, you lose territory, and Palestine does a lot of losing.
","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",4,4,5,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
162,part3,train,"istael don't understand 
but one uh language which is power and force and there's no pressure or power from them to United States which is 
their own sponsor","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
163,part3,train,"Crazy that you started this in 1937 and the first thing you mentioned was the palestians rejected a peel commission to give up their land to foreign settlers, you also forgot to mention that it was a within their rights to say no. You also might have forgotten to mention the response they got for wanting to keep their land was...ethnic cleansing i.e. Nakba.
Some key points you could add are;
Who was there before 1937?
Who lived on that land before that?
Where did the Jews come from?
What right did they have to claim the land?
Why did they sign peace accords and break them?
Why did they blockade of Gaza begin even before
Hamas was elected?
Don't cherry pick your answer consider both sides.","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",2,4,2,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
164,part3,train,"I've watched Muslims and Palestinians around the world celebrate Hamas attacking Israel, who call for anhilation of Israelites, who want all the land from River to sea, who have nothing more than hate even though Hamas struck the initial blow. It's time for those sick people to stop! And I support Israel dismantling them from the inside out!","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",2,3,5,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
165,part3,train,"If Hamas' reputation is damaged for killing 1200 civilians why isn't Israel's reputation 7 times worse since they've already killed 7000 a huge percentage being children. I'm assuming your argument is Hamas ""targeted civilians"" while ""Israel does everything to prevent targeting civilians"" Which if you believe you just aren't actually doing any research into the topic. Israel is infamous for bombing ambulances, shooting journalists, shooting children, bombing UN refugee centers etc. 

No one believes killing innocents is good, implying people do is why people get upset when you bring up ""Do you condemn Hamas"" the point is both sides are targeting civilians, there is no moral high ground here. So the question is who is in the right here? is it the people illegally occupying land that doesn't belong to them and then locking the refugees from that land in a prison and then bombing them? Or is it the people trying to get out of the prison so they can go home. People still have the deeds to their houses that they were expelled from by the Israelis. Why am I an American with jewish ancestry allowed to go live in Israel despite never having been there. But the people who lived there for hundreds of years can't live in the homes they legally own.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",4,5,4,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]"
166,part3,train,"What foreign body did the Jews who settled in this territory do so on behalf of? 

The central premise of a colonial project is that the colony is established by and for some parent state or empire (whether exploiting or replacing). 

This is not the case with Israel. Applying the term colonial is incoherent in this case and is an example of ethnocentrically projecting a western frame onto a scenario in which it simply does not apply. 

Reasonable people can disagree about the ethics of the establishment of Israel regardless of this question. But defining it as colonial is false.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1,2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
167,part3,train,"i am pro-palestine but i am also pro-peace and pro-humanity, meaning i will NEVER condone the rape, kidnapping, and killing of innocent civilians, no matter what side they belong to. i don't know why this is such a hot take nowadays.","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",2,2,2,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
168,part3,train,"The muslim brotherhood was a resistance
movement in Egypt in 1956. That group was
responsible for kicking my family out of the
country along with hundreds of thousands of
other Jews.

So by your definition, Israel is a resistance
movement to the 22 surrounding countries that
ethnically cleansed my people out.

12","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",3,1,4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
169,part3,train,"It's not a democracy when you occupy five million people. They don't have any sovereignty, so I don't feel uncomfortable calling it apartheid. If people catch feelings over that, well then end the occupation and then we'll call it a democracy and everybody will be happy with a two-state solution and by the way that'll make Israel much more safe","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",3,2,3,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
170,part3,train,"In 47' arabs got a partitions VERY favorable to their side and still refused. It's not about the specifics to the Palestinians, it's about the principle. They'll literally never agree to any kind of agreement.","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",3,5,2,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
171,part3,train,"This is extremely ignorant. There are plenty of Israeli protestors that chant ""death to Arabs"" and ""the only good Arab is a dead one."" You can look this up. That doesn't mean all of Israel thinks that way. Same with Palestinians. A group of extremists cheering a massacre is abhorrent, but the entire population shouldn't be blamed for that because they share an ethnicity. There are good and bad people in every group.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",5,2,2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
172,part3,train,This false equivalency between oh well there's prisoners and Palestinian prisoners and there's Israeli hostages and we should just trade for them ... I'm just saying there's a moral difference between the actions of one and the actions of another the crime of the hostages being taken where they were Israeli Jews and the crime of Palestinian prisoners is very different.,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,4,4,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
173,part3,train,"remember when 3,000 people killed in October was too much now it's 30,000 it 
doesn't matter now 100,000 it doesn't matter 300,000 doesn't matter we've been lectured by the West for so long about 
like the values of of humanity and Declaration of Human Rights and then we just see that doesn't apply to us so 
kind of like you feel that maybe our people are very cheap and they don't 
matter","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",4,3,5,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
174,part3,train,"Israelis cherish life and are willing to compromise and Chamas, Hezbolla and many of their 
friends cherish death it is not just my opinion they say it about themselves 
they say that they will win because they love death like we Israelis love life","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,5,2,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
175,part3,train,"In 1929, the Arabs�not 1 or 10, but whole gangs of Arabs murdered 70 Jews, and the ancient Jewish settlement had to be abandoned until it was brought back 
into Jewish hands in 1967","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,2,3,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
